image,n_cover_detections,yolo_available,hc_payload_bits,hc_capacity_bits,hc_capacity_bpp,hc_bits_used_frac,hc_guided_mse,hc_guided_psnr,hc_guided_ssim,hc_guided_obj_psnr,hc_guided_bg_psnr,hc_guided_secret_psnr,hc_guided_secret_nc,hc_guided_ber,hc_det_n_cover,hc_det_n_stego,hc_det_preservation_rate,hc_det_mean_iou,hc_det_mean_conf_delta,hc_det_map50,hc_baseline_mse,hc_baseline_psnr,hc_baseline_ssim,hc_baseline_obj_psnr,hc_baseline_bg_psnr,hc_baseline_secret_nc,hc_baseline_ber,hc_baseline_det_preservation_rate,hc_baseline_det_map50,hc_atk_jpeg_q90_ber,hc_atk_jpeg_q90_nc,hc_atk_jpeg_q75_ber,hc_atk_jpeg_q75_nc,hc_atk_jpeg_q50_ber,hc_atk_jpeg_q50_nc,hc_atk_gauss_noise5_ber,hc_atk_gauss_noise5_nc,hc_atk_blur_3x3_ber,hc_atk_blur_3x3_nc,hc_atk_median_3x3_ber,hc_atk_median_3x3_nc,hc_atk_saltpepper_1_ber,hc_atk_saltpepper_1_nc,hc_atk_rescale_50_ber,hc_atk_rescale_50_nc,rb_n_cover_detections,rb_yolo_available,rb_payload_bits,rb_capacity_bits,rb_capacity_bpp,rb_bits_used_frac,rb_guided_mse,rb_guided_psnr,rb_guided_ssim,rb_guided_obj_psnr,rb_guided_bg_psnr,rb_guided_secret_psnr,rb_guided_secret_nc,rb_guided_ber,rb_atk_jpeg_q90_ber,rb_atk_jpeg_q90_nc,rb_atk_jpeg_q75_ber,rb_atk_jpeg_q75_nc,rb_atk_jpeg_q50_ber,rb_atk_jpeg_q50_nc,rb_atk_gauss_noise5_ber,rb_atk_gauss_noise5_nc,rb_atk_blur_3x3_ber,rb_atk_blur_3x3_nc,rb_atk_median_3x3_ber,rb_atk_median_3x3_nc,rb_atk_saltpepper_1_ber,rb_atk_saltpepper_1_nc,rb_atk_rescale_50_ber,rb_atk_rescale_50_nc
000000000072.jpg,1,True,10472,12288,0.046875,0.8522135416666666,1.1801414489746094,47.41146296928278,0.9987841213135518,47.63971958808404,46.559885115123826,23.97056965750721,0.9767717942913144,0.0,1,1,1.0,0.9950228861065982,0.02105879783630371,1.0,1.1930122375488281,47.36435462316873,0.9987821550579491,47.382736444370856,47.287431627573184,0.9767717942913144,0.0,1.0,1.0,0.17704354469060352,0.0,0.39715431627196335,0.0,0.481951871657754,0.0,0.3369938884644767,0.0,0.39266615737203975,0.0,0.39409854851031323,0.0,0.23691749427043546,0.0,0.4497708174178762,0.0,1,True,888,1024,0.00390625,0.8671875,8.155474344889322,39.016311349916876,0.9954644552903457,39.23491158952754,38.196748368331725,21.3004388165464,0.9575695531343444,0.0,0.0,0.9575695531343444,0.0,0.9575695531343444,0.0011261261261261261,0.9574346266551284,0.0,0.9575695531343444,0.0,0.9575695531343444,0.18355855855855857,0.0,0.0472972972972973,0.0,0.010135135135135136,0.6558109441522247
000000000073.jpg,2,True,10472,12288,0.046875,0.8522135416666666,1.1776059468587239,47.42080370700737,0.9988473861078481,47.53759180201218,46.61112687237946,23.97075679816725,0.9767729541088042,9.549274255156608e-05,2,2,1.0,0.9939634978711728,0.007714658975601196,1.0,1.1888669331868489,47.37947112991614,0.9988573399156179,47.380430170126075,47.37207046289327,0.9767215506369394,9.549274255156608e-05,1.0,1.0,0.19891138273491216,0.0,0.40040106951871657,0.0,0.48605805958747134,0.0,0.3602941176470588,0.0,0.37041634835752485,0.0,0.44337280366692133,0.0,0.24961802902979374,0.0,0.3799656226126814,0.0,2,True,888,1024,0.00390625,0.8671875,8.09982426961263,39.04604764157831,0.9958599683561848,39.18474164189456,38.102112320906436,21.3004388165464,0.9575695531343444,0.0,0.0011261261261261261,0.9574279216736927,0.0011261261261261261,0.9574279216736927,0.00563063063063063,0.9450682728198102,0.010135135135135136,0.5862774785587743,0.016891891891891893,0.0,0.125,0.0,0.04504504504504504,0.3831297122257066,0.036036036036036036,0.0
000000000074.jpg,9,True,10472,12288,0.046875,0.8522135416666666,1.2027015686035156,47.329224834760026,0.9966818663712219,49.798246532069726,46.63866852774167,15.388066284260857,0.8891478466959616,0.002291825821237586,9,6,0.5555555555555556,0.9801876383476433,0.013773274421691895,0.5555555555555556,1.1748491923014324,47.43098238221616,0.9968011091463596,47.40440833037883,47.441589440358804,0.8966780916882937,0.00267379679144385,0.6666666666666666,0.6666666666666666,0.19833842627960274,0.0,0.39982811306340715,0.0,0.48663101604278075,0.0,0.3722307104660046,0.0,0.1925133689839572,0.0,0.16596638655462184,0.0,0.2235485103132162,0.0,0.28819709702062646,0.0,9,True,888,1024,0.00390625,0.8671875,8.050956726074219,39.07232868553959,0.9883431731345477,40.99282170379888,38.49551118870363,21.3004388165464,0.9575695531343444,0.0,0.0,0.9575695531343444,0.0011261261261261261,0.9574359757491521,0.006756756756756757,0.0,0.0022522522522522522,0.9574131463026543,0.009009009009009009,0.9210408089602763,0.02702702702702703,0.6625194293012174,0.06306306306306306,0.22363259284078726,0.030405405405405407,0.7380342316744865
000000000077.jpg,6,True,10472,12288,0.046875,0.8522135416666666,1.1964810689290364,47.35174529397517,0.9969182140315643,48.842009619185006,46.66760390417926,3.592477230272052,0.0,0.00028647822765469827,6,6,1.0,0.9842975346873044,0.014642601211865744,1.0,1.1957015991210938,47.35457550801276,0.9970867684102712,47.37081077205553,47.345067369475046,0.9717049775381172,0.0005729564553093965,1.0,1.0,0.21266233766233766,0.0,0.40269289533995417,0.0,0.4979946524064171,0.0,0.36306340718105423,0.0,0.2793162719633308,0.0,0.29936974789915966,0.0,0.21247135217723453,0.0,0.3329831932773109,0.0,6,True,888,1024,0.00390625,0.8671875,8.121081034342447,39.0346651684835,0.9897306155533875,40.12044358820013,38.50413579308089,21.3004388165464,0.9575695531343444,0.0,0.0,0.9575695531343444,0.0,0.9575695531343444,0.010135135135135136,0.8208195915896046,0.0022522522522522522,0.0,0.01463963963963964,0.6061423221030536,0.08783783783783784,0.0,0.11373873873873874,0.0,0.04617117117117117,0.3691765185197018
000000000078.jpg,3,True,10472,12288,0.046875,0.8522135416666666,1.1961695353190105,47.35287623493484,0.9958155347890942,49.5918203319416,46.65627478116755,23.967141528750883,0.9767533069506383,9.549274255156608e-05,3,4,1.0,0.9968719492132198,0.027882824341456097,1.0,1.2055511474609375,47.318947201164214,0.9961253976621592,47.4006533021643,47.28412802170105,0.8972419127795616,0.0005729564553093965,1.0,1.0,0.2027310924369748,0.0,0.3932391138273491,0.0,0.48214285714285715,0.0,0.37738731856378915,0.0,0.12729182582123758,0.0,0.16806722689075632,0.0,0.24579831932773108,0.0,0.17704354469060352,0.0,3,True,888,1024,0.00390625,0.8671875,8.046165466308594,39.074914014412855,0.9858849646266162,40.87000199745422,38.48221827882086,21.3004388165464,0.9575695531343444,0.0,0.0,0.9575695531343444,0.0,0.9575695531343444,0.0045045045045045045,0.9523402893200916,0.0,0.9575695531343444,0.0011261261261261261,0.9136163427467987,0.0011261261261261261,0.9574550795548301,0.04504504504504504,0.4073753992541942,0.00563063063063063,0.8246762797121803
000000000081.jpg,1,True,10472,12288,0.046875,0.8522135416666666,1.1903673807779949,47.37399343323211,0.9923902518051831,47.672163767531984,46.684311411371,23.97056965750721,0.9767717942913144,0.0,1,1,1.0,0.9919750954381824,0.004329979419708252,1.0,1.1910781860351562,47.37140090023986,0.9926715873157711,47.394537781496915,47.31195514283592,0.9767717942913144,0.0,1.0,1.0,0.21715049656226126,0.0,0.3899923605805959,0.0,0.4738349885408709,0.0,0.3760504201680672,0.0,0.06579449961802902,0.3736637333799422,0.039056531703590525,0.49217794556506356,0.2192513368983957,0.0,0.07610771581359817,0.3366246749173138,1,True,888,1024,0.00390625,0.8671875,8.392704010009766,38.89178453980969,0.9756068049778416,39.175263368678486,38.232615782366686,21.3004388165464,0.9575695531343444,0.0,0.0,0.9575695531343444,0.0,0.9575695531343444,0.010135135135135136,0.7212212355771921,0.0,0.9575695531343444,0.0,0.9575695531343444,0.0,0.9575695531343444,0.02702702702702703,0.0,0.0,0.9575695531343444
000000000086.jpg,3,True,10472,12288,0.046875,0.8522135416666666,1.1913197835286458,47.3705200695813,0.9989572642103465,49.169907866712556,46.678774754492565,23.97056965750721,0.9767717942913144,0.0,3,3,1.0,0.9946564626948545,0.01903413732846578,1.0,1.1942660013834636,47.35979291975123,0.9986363971645149,47.48329593499993,47.29825093897581,0.9767717942913144,0.0,1.0,1.0,0.17417876241405653,0.0,0.27072192513368987,0.0,0.3817799847211612,0.0,0.3530366692131398,0.0,0.4144385026737968,0.0,0.45397249809014517,0.0,0.21638655462184875,0.0,0.45359052711993886,0.0,3,True,888,1024,0.00390625,0.8671875,7.8795115152994795,39.165810663207054,0.9957918655099472,40.234434371359654,38.708553622995026,21.3004388165464,0.9575695531343444,0.0,0.0,0.9575695531343444,0.0,0.9575695531343444,0.0011261261261261261,0.9231305240969828,0.0011261261261261261,0.9574854459275965,0.04954954954954955,0.4907309280037899,0.19144144144144143,0.0,0.07995495495495496,0.0,0.15090090090090091,0.0
000000000089.jpg,15,True,10472,12288,0.046875,0.8522135416666666,1.182848612467448,47.40151196102325,0.9936383659690743,48.65551888585329,46.66377301559117,23.805299100923023,0.9758535424565097,0.0006684491978609625,15,13,0.8666666666666667,0.9647677756819355,0.024192913220478937,0.8666666666666667,1.1780560811360676,47.41914395418356,0.9935161507478526,47.44606591784485,47.399375305802494,0.9471853332460951,0.0008594346829640947,1.0,1.0,0.21294881588999237,0.0,0.3961038961038961,0.0,0.4859625668449198,0.0,0.37710084033613445,0.0,0.20530939648586707,0.0,0.15966386554621848,0.0,0.22937356760886174,0.0,0.2631779984721161,0.0,15,True,888,1024,0.00390625,0.8671875,7.963705698649089,39.11965158710728,0.9772820378052058,40.009169030677405,38.5630858444101,17.533291450600995,0.9073804541113543,0.0011261261261261261,0.0011261261261261261,0.9073804541113543,0.0011261261261261261,0.9073804541113543,0.009009009009009009,0.9404243561061609,0.0022522522522522522,0.9074057690428164,0.01463963963963964,0.7529993144402666,0.021396396396396396,0.6267560309801332,0.10810810810810811,0.0,0.030405405405405407,0.6171026496732869
000000000092.jpg,2,True,10472,12288,0.046875,0.8522135416666666,1.1926816304524739,47.365558305170595,0.9923952379950179,48.06909820645853,46.65981440483132,23.79282409684967,0.9757951604811298,9.549274255156608e-05,2,2,1.0,0.972722982665667,0.059072345495224,1.0,1.1884625752766926,47.380948505350744,0.9925913945156436,47.422306253858864,47.332653831360155,0.9694429562405277,9.549274255156608e-05,1.0,1.0,0.2072192513368984,0.0,0.39591291061879297,0.0,0.4852941176470588,0.0,0.37203972498090143,0.0,0.10007639419404125,0.0,0.07457983193277311,0.48880214286921814,0.2520053475935829,0.0,0.158231474407945,0.0,2,True,888,1024,0.00390625,0.8671875,8.073907216389975,39.05996606583976,0.9735765113852834,39.7646332746598,38.353260918119084,21.3004388165464,0.9575695531343444,0.0,0.0011261261261261261,0.8458009789246365,0.0011261261261261261,0.8458009789246365,0.00563063063063063,0.8201916045875971,0.0,0.9575695531343444,0.0045045045045045045,0.8524118976029968,0.006756756756756757,0.7195609751227402,0.07882882882882883,0.0,0.013513513513513514,0.8003663681453747
000000000094.jpg,2,True,10472,12288,0.046875,0.8522135416666666,1.1739870707194011,47.434170468746615,0.9972797019409336,inf,47.28877359533202,23.97056965750721,0.9767717942913144,0.0,2,2,1.0,0.9992976934855315,0.010606929659843445,1.0,1.196276346842448,47.35248845057065,0.9972350827670121,47.497644127789854,47.34763093232408,0.9767717942913144,0.0,0.5,0.5,0.22020626432391138,0.0,0.4052711993888464,0.0,0.4799465240641711,0.0,0.3652597402597403,0.0,0.3147440794499618,0.0,0.31340718105423987,0.0,0.23653552330022917,0.0,0.34367838044308635,0.0,2,True,888,1024,0.00390625,0.8671875,8.024162292480469,39.086806569552564,0.9911106737128611,inf,38.941409696137974,21.3004388165464,0.9575695531343444,0.0,0.0,0.9575695531343444,0.0,0.9575695531343444,0.0045045045045045045,0.9432653485258711,0.0,0.9575695531343444,0.0472972972972973,0.0,0.04954954954954955,0.0,0.010135135135135136,0.8422118682680022,0.08783783783783784,0.0
000000000109.jpg,6,True,10472,12288,0.046875,0.8522135416666666,1.191113789876302,47.371271082392255,0.9967251966571569,inf,47.27308679991853,23.97056965750721,0.9767717942913144,0.0,6,6,1.0,0.9981794989825935,0.009093150496482849,1.0,1.1883214314778645,47.38146431135486,0.9966294014840379,47.27665164595951,47.38389071122992,0.9767717942913144,0.0,1.0,1.0,0.22288006111535524,0.0,0.4040297937356761,0.0,0.48720397249809017,0.0,0.3567608861726509,0.0,0.25458365164247515,0.0,0.3249618029029794,0.0,0.21629106187929717,0.0,0.28619174942704356,0.0,6,True,888,1024,0.00390625,0.8671875,8.352949778238932,38.91240490631605,0.9881038068190816,inf,38.814220623842324,21.3004388165464,0.9575695531343444,0.0,0.0,0.9575695531343444,0.0,0.9575695531343444,0.01126126126126126,0.0,0.0,0.9575695531343444,0.0,0.9575695531343444,0.006756756756756757,0.7431315452102024,0.04617117117117117,0.0,0.0033783783783783786,0.8052888975028452
000000000110.jpg,21,True,10472,12288,0.046875,0.8522135416666666,1.2103945414225261,47.30153404408151,0.9966188765755716,47.308681778827086,46.38683705037892,23.97056965750721,0.9767717942913144,0.0,21,21,1.0,0.9830017520735536,0.013479086614790418,1.0,1.190691630045573,47.37281060098897,0.9965626515031567,47.373433644034776,47.28489075503185,0.9767717942913144,0.0,1.0,0.9978354978354979,0.1973834988540871,0.0,0.4023109243697479,0.0,0.47908708938120703,0.0,0.3533231474407945,0.0,0.21982429335370512,0.0,0.18143621084797557,0.0,0.22402597402597402,0.0,0.29631398013750954,0.0,21,True,888,1024,0.00390625,0.8671875,8.182727813720703,39.00182255612032,0.9878512954047158,39.012792428305694,37.667571814554634,21.3004388165464,0.9575695531343444,0.0,0.0,0.9575695531343444,0.0,0.9575695531343444,0.0045045045045045045,0.8377668680471345,0.0,0.9575695531343444,0.0045045045045045045,0.7990207642867077,0.0045045045045045045,0.9565445153391563,0.08220720720720721,0.0,0.028153153153153154,0.0
000000000113.jpg,9,True,10472,12288,0.046875,0.8522135416666666,1.1909993489583333,47.37168836785536,0.9960569067052116,47.45782463019808,46.68258857502492,23.97056965750721,0.9767717942913144,0.0,9,9,1.0,0.9784648471369017,0.030541449785232544,1.0,1.1957257588704426,47.35448775752524,0.996021223654965,47.34594656372194,47.4300008330528,0.9767717942913144,0.0,1.0,1.0,0.20234912146676853,0.0,0.4004965622612681,0.0,0.4932200152788388,0.0,0.35886172650878534,0.0,0.19690603514132926,0.0,0.24035523300229183,0.0,0.2075057295645531,0.0,0.24560733384262795,0.0,9,True,888,1024,0.00390625,0.8671875,8.401601155598959,38.88718300189852,0.9859597576136422,39.003550370893485,37.982844852631935,21.3004388165464,0.9575695531343444,0.0,0.0,0.9575695531343444,0.0,0.9575695531343444,0.00563063063063063,0.8301064886345755,0.0,0.9575695531343444,0.01463963963963964,0.0,0.02927927927927928,0.5610493915892798,0.057432432432432436,0.0,0.0472972972972973,-0.18326870930555986
000000000127.jpg,7,True,10472,12288,0.046875,0.8522135416666666,1.2559394836425781,47.1411164706647,0.9940383413311799,47.379878099820104,46.584966581971095,20.722746964532174,0.9507305646716402,0.0003819709702062643,7,7,1.0,0.9864323879380936,0.010529807635716029,1.0,1.2215665181477864,47.261632402109456,0.9950258580161839,47.25467469428298,47.27945289665754,0.9719352630996579,0.00019098548510313216,0.8571428571428571,0.8571428571428571,0.2156226126814362,0.0,0.3845492742551566,0.0,0.48137891520244463,0.0,0.37958365164247515,0.0,0.33040488922841865,0.0,0.3271581359816654,0.0,0.21151642475171886,0.0,0.39734530175706645,0.0,7,True,888,1024,0.00390625,0.8671875,8.490364074707031,38.84154047273411,0.9822907019312996,39.1255044100368,38.190791339208246,21.3004388165464,0.9575695531343444,0.0,0.00563063063063063,0.9509126961780561,0.0022522522522522522,0.9571571054570923,0.012387387387387387,0.0,0.0,0.9575695531343444,0.036036036036036036,0.0,0.04617117117117117,0.0,0.125,0.0,0.08896396396396396,0.0
000000000133.jpg,2,True,10472,12288,0.046875,0.8522135416666666,1.1886978149414062,47.38008896479081,0.9946080623654193,47.44554643268099,46.85317018721619,23.97056965750721,0.9767717942913144,0.0,2,2,1.0,0.9875749261150577,0.018776819109916687,1.0,1.2045249938964844,47.32264544828521,0.9943868168021918,47.31188688083368,47.416540847996046,0.9767717942913144,0.0,1.0,1.0,0.2238349885408709,0.0,0.38894194041252866,0.0,0.47641329258976317,0.0,0.3640183346065699,0.0,0.1677807486631016,0.05705752383782795,0.12987012987012986,0.01659626520419014,0.26413292589763177,0.0,0.22393048128342247,0.0,2,True,888,1024,0.00390625,0.8671875,8.039142608642578,39.07870628063633,0.9818986640798998,39.09680652127378,38.92567814249641,21.3004388165464,0.9575695531343444,0.0,0.0,0.9575695531343444,0.0,0.9575695531343444,0.0045045045045045045,0.9476292110913591,0.0,0.9575695531343444,0.0,0.9575695531343444,0.0011261261261261261,0.9575119654924743,0.02927927927927928,0.0,0.0022522522522522522,0.9567566092064522
000000000136.jpg,5,True,10472,12288,0.046875,0.8522135416666666,1.2009112040201824,47.335694642308006,0.9949264946845301,48.15487872588743,46.61917845251704,23.894857318167332,0.9763603102191909,0.00019098548510313216,5,5,1.0,0.9864968706301651,0.023505032062530518,1.0,1.1970532735188801,47.349668822405775,0.9950861419957686,47.37822673927043,47.32006847004545,0.9767749838755126,0.00028647822765469827,1.0,1.0,0.19499618029029794,0.0,0.39686783804430864,0.0,0.47927807486631013,0.0,0.3644957983193277,0.0,0.16701680672268907,0.0,0.13588617265087855,0.0,0.23682200152788388,0.0,0.23558059587471353,0.0,5,True,888,1024,0.00390625,0.8671875,8.555219014485678,38.808492288651244,0.981061167243186,39.43350430372907,38.23996122895843,21.3004388165464,0.9575695531343444,0.0,0.0,0.9575695531343444,0.0011261261261261261,0.9574844527881016,0.00563063063063063,0.0,0.0,0.9575695531343444,0.0022522522522522522,0.947689086867648,0.0045045045045045045,0.8980023216626594,0.08333333333333333,0.0,0.007882882882882882,0.8398884044994691
000000000138.jpg,13,True,10472,12288,0.046875,0.8522135416666666,1.1746851603190105,47.4315887847985,0.9969883706805914,50.53517396555513,46.76654043227404,4.853895306125269,0.006894251102697138,0.005156608097784569,13,12,0.9230769230769231,0.979792982937552,0.027146515746911366,0.9230769230769231,1.1780204772949219,47.419275210968834,0.9965428958816857,47.301801967818434,47.458037171998456,0.8058543978175805,0.00391520244461421,1.0,1.0,0.20674178762414055,0.0,0.4057486631016043,0.0,0.48262032085561496,0.0,0.3775783040488923,0.0,0.3358479755538579,0.0,0.2942131398013751,0.0,0.24054621848739496,0.0,0.3719442322383499,0.0,13,True,888,1024,0.00390625,0.8671875,7.750033060709636,39.23776805709582,0.9907219701800467,42.08199057136287,38.60924088294359,21.102830855670334,0.9549917634054675,0.006756756756756757,0.015765765765765764,0.787626012684026,0.018018018018018018,0.0,0.033783783783783786,0.0,0.03265765765765766,0.41324300694335914,0.14752252252252251,0.0,0.09572072072072071,0.0,0.08558558558558559,0.0,0.22522522522522523,0.0
000000000142.jpg,8,True,10472,12288,0.046875,0.8522135416666666,1.1984621683756511,47.34456031572093,0.9942739144891936,47.37572088765227,46.28708056585104,23.97056965750721,0.9767717942913144,0.0,8,8,1.0,0.9937466243303932,0.014396313577890396,1.0,1.1869862874348958,47.386346590369556,0.9942682031846252,47.39994281408493,46.892080222917315,0.9767717942913144,0.0,1.0,1.0,0.17503819709702062,0.0,0.38913292589763177,0.0,0.4794690603514133,0.0,0.36163101604278075,0.0,0.15183346065699008,0.0,0.09587471352177235,0.0,0.24025974025974026,0.0,0.24283804430863254,0.0,8,True,888,1024,0.00390625,0.8671875,8.420426686604818,38.87746261892861,0.9752629508720613,38.91991852217097,37.49396782115358,21.3004388165464,0.9575695531343444,0.0,0.0,0.9575695531343444,0.0,0.9575695531343444,0.0045045045045045045,0.0,0.0011261261261261261,0.0,0.0022522522522522522,0.0,0.0022522522522522522,0.9396727492082277,0.13513513513513514,0.0,0.01126126126126126,0.0
000000000143.jpg,6,True,10472,12288,0.046875,0.8522135416666666,1.167950948079427,47.45655757325921,0.9939574701709298,48.550415431081085,46.740332337828654,23.97056965750721,0.9767717942913144,0.0,6,4,0.6666666666666666,0.9829160790845203,0.04675941914319992,0.6666666666666666,1.1686630249023438,47.45391057167459,0.9940301903433199,47.466097606060906,47.44412160471257,0.9767717942913144,0.0,1.0,1.0,0.23328877005347592,0.0,0.400305576776165,0.0,0.4700152788388082,0.0,0.3978227654698243,0.0,0.1396103896103896,0.0,0.052234530175706645,0.3558980959302528,0.12547746371275784,0.0,0.16243315508021391,0.0,6,True,888,1024,0.00390625,0.8671875,8.76644515991211,38.70256840524799,0.9816791169388042,39.66732311311653,38.05646262110824,21.3004388165464,0.9575695531343444,0.0,0.0,0.9575695531343444,0.0,0.9575695531343444,0.0033783783783783786,0.8829603108515225,0.0011261261261261261,0.9496019695853727,0.0011261261261261261,0.8120635881009075,0.0,0.9575695531343444,0.12162162162162163,0.0,0.01126126126126126,0.5162474088778828
000000000144.jpg,3,True,10472,12288,0.046875,0.8522135416666666,1.1904869079589844,47.373557371307356,0.9992667775633132,47.89506570669076,46.66726122778541,22.759924048246113,0.9691993113408923,9.549274255156608e-05,3,3,1.0,0.9919572972385445,0.009676118691762289,1.0,1.2169291178385417,47.278150781416215,0.9992364915199087,47.295196314941926,47.25167993723633,0.9767712972003896,9.549274255156608e-05,0.6666666666666666,0.6666666666666666,0.19346829640947288,0.0,0.40364782276546984,0.0,0.4912146676852559,0.0,0.3644957983193277,0.0,0.4510122230710466,0.0,0.47335752482811305,0.0,0.24694423223834988,0.0,0.4673414820473644,0.0,3,True,888,1024,0.00390625,0.8671875,8.155256907145182,39.01642714118458,0.9974997055860996,39.47131995814684,38.3898280318899,21.3004388165464,0.9575695531343444,0.0,0.0,0.9575695531343444,0.0,0.9575695531343444,0.0022522522522522522,0.9493551457572219,0.0,0.9575695531343444,0.07657657657657657,0.0,0.2972972972972973,0.0,0.04617117117117117,0.0,0.125,0.0
000000000149.jpg,9,True,10472,12288,0.046875,0.8522135416666666,1.1974550882975261,47.348211271072614,0.9924902912557902,inf,47.30915336915827,23.97056965750721,0.9767717942913144,0.0,9,9,1.0,0.9957671038339748,0.0073576271533966064,1.0,1.2241579691569011,47.25242896729567,0.9926860911199399,47.74111190899453,47.24825554438326,0.9767717942913144,0.0,1.0,1.0,0.19499618029029794,0.0,0.38808250572956454,0.0,0.479755538579068,0.0,0.37490450725744845,0.0,0.05710466004583652,0.06957560687516377,0.0861344537815126,0.23837391051924742,0.25945378151260506,0.0,0.07391138273491214,0.0,9,True,888,1024,0.00390625,0.8671875,8.146872202555338,39.02089457145991,0.9762530990653638,inf,38.981836669545565,21.3004388165464,0.9575695531343444,0.0,0.0,0.9575695531343444,0.0,0.9575695531343444,0.00563063063063063,0.0,0.0,0.9575695531343444,0.0033783783783783786,0.9551786871105621,0.03490990990990991,0.6008701406051237,0.060810810810810814,0.3167271745151454,0.00563063063063063,0.9147874977195526
000000000151.jpg,1,True,10472,12288,0.046875,0.8522135416666666,1.1880772908528645,47.382356660989814,0.9974212454101711,inf,47.36243059529836,23.97056965750721,0.9767717942913144,0.0,1,1,1.0,0.9995371153665934,0.0003744363784790039,1.0,1.2072779337565105,47.312730980600016,0.9976713161112016,46.95348861203943,47.31445361667917,0.9767717942913144,0.0,1.0,1.0,0.2617456073338426,0.0,0.4319136745607334,0.0,0.4902597402597403,0.0,0.3582887700534759,0.0,0.3622994652406417,0.0,0.4005920550038197,0.0,0.2507639419404125,0.0,0.39314362108479756,0.0,1,True,888,1024,0.00390625,0.8671875,8.00796890258789,39.0955798289274,0.9895448849823637,inf,39.07565376323595,21.3004388165464,0.9575695531343444,0.0,0.0,0.9575695531343444,0.0,0.9575695531343444,0.0033783783783783786,0.0,0.0,0.9575695531343444,0.0,0.9575695531343444,0.03153153153153153,0.0,0.02252252252252252,0.0,0.0033783783783783786,0.0
000000000154.jpg,3,True,10472,12288,0.046875,0.8522135416666666,1.1882095336914062,47.38187328217783,0.9978654377389212,48.11998876302761,46.66914660155381,23.97056965750721,0.9767717942913144,0.0,3,3,1.0,0.9953806638166255,0.00177842378616333,1.0,1.2008921305338542,47.335763619727956,0.997971642622581,47.35994008207506,47.30834042194927,0.9767717942913144,0.0,1.0,1.0,0.17016806722689076,0.0,0.3907563025210084,0.0,0.4859625668449198,0.0,0.36239495798319327,0.0,0.20120320855614973,0.0,0.2907754010695187,0.0,0.2564935064935065,0.0,0.2713903743315508,0.0,3,True,888,1024,0.00390625,0.8671875,8.089429219563803,39.05162481473056,0.9925261677930596,39.59823984957137,38.501874489403505,21.3004388165464,0.9575695531343444,0.0,0.0,0.9575695531343444,0.0,0.9575695531343444,0.0045045045045045045,0.9575399108449787,0.0,0.9575695531343444,0.010135135135135136,0.7691692561409614,0.021396396396396396,0.5575379031656992,0.05630630630630631,0.0,0.02027027027027027,0.5799886458628275
000000000164.jpg,8,True,10472,12288,0.046875,0.8522135416666666,1.1809921264648438,47.4083335863481,0.9941629871020616,60.03659080026771,46.99212354181537,16.402296007630262,0.8742110446544714,0.0021008403361344537,8,7,0.75,0.9924625290247985,0.008947153886159262,0.6785714285714285,1.1911900838216145,47.370992914356435,0.9943533775254764,47.32743431152863,47.37565279658676,0.9156484885032358,0.0015278838808250573,0.625,0.5892857142857143,0.2038770053475936,0.0,0.3966768525592055,0.0,0.4780366692131398,0.0,0.375,0.0,0.12605042016806722,0.0,0.13168449197860962,0.0,0.27014896867838045,0.0,0.15479373567608862,0.0,8,True,888,1024,0.00390625,0.8671875,8.123368581136068,39.03344201967926,0.9804686565837794,49.216664735582725,38.634592645013775,21.3004388165464,0.9575695531343444,0.0,0.0,0.9575695531343444,0.0,0.9575695531343444,0.018018018018018018,0.6316960555968831,0.0,0.9575695531343444,0.01126126126126126,0.8692627536148656,0.01463963963963964,0.8440829352492975,0.039414414414414414,0.5942448177092793,0.02927927927927928,0.7897518640745086
000000000165.jpg,6,True,10472,12288,0.046875,0.8522135416666666,1.146619160970052,47.53661165942745,0.9946929880600873,47.606662785186316,46.78433235525628,23.97056965750721,0.9767717942913144,0.0,6,6,0.8333333333333334,0.9738103646859548,0.031530559062957764,0.8333333333333334,1.1533355712890625,47.511246740801596,0.994996396135396,47.505220450494974,47.5831185637561,0.9760924528504982,9.549274255156608e-05,0.8333333333333334,0.8333333333333334,0.23558059587471353,0.0,0.4027883880825057,0.0,0.4791825821237586,0.0,0.3629679144385027,0.0,0.216768525592055,0.0,0.18420550038197098,0.0,0.23090145148968677,0.0,0.25582505729564553,0.0,6,True,888,1024,0.00390625,0.8671875,7.911151885986328,39.14840638267022,0.9824355403432667,39.21172656731078,38.46251870646207,13.816631928296646,0.7857049554377867,0.0022522522522522522,0.0022522522522522522,0.7857049554377867,0.0022522522522522522,0.7857049554377867,0.015765765765765764,0.0,0.0022522522522522522,0.7857049554377867,0.012387387387387387,0.6949755892443289,0.01463963963963964,0.0,0.11824324324324324,0.0,0.04504504504504504,0.5420399847281501
